STAT_UNIT,UNIT_MEASURE,EDU_LEVEL,EDU_CAT,SEX,AGE,GRADE,SECTOR_EDU,EDU_ATTAIN,WEALTH_QUINTILE,LOCATION,EDU_TYPE,EDU_FIELD,SUBJECT,INFRASTR,SE_BKGRD,TEACH_EXPERIENCE,CONTRACT_TYPE,COUNTRY_ORIGIN,REGION_DEST,IMM_STATUS,REF_AREA,TIME_PERIOD,OBS_VALUE,UNIT_MULT,OBS_STATUS,FREQ,DECIMALS
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AE,2005,97.00174,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AF,2011,32.11322,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2000,82.75757,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2001,82.80568,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2002,83.68223,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2003,84.43120,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2004,85.77503,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2005,85.92229,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2006,86.80745,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2007,87.40122,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2008,88.57106,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2009,89.13585,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2010,89.39641,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2011,89.33994,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2012,90.53812,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2013,90.87955,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2014,91.42644,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2015,91.87566,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_ASIA_PAC,2016,92.32185,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_CAS,2000,99.86424,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_CAS,2001,99.87383,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_CAS,2002,99.88185,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_CAS,2003,99.89091,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_CAS,2004,99.89837,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_CAS,2005,99.90447,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_CAS,2006,99.91344,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_CAS,2007,99.91474,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_CAS,2008,99.91509,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_CAS,2009,99.92207,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_CAS,2010,99.91882,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_CAS,2011,99.91965,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_CAS,2012,99.92066,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_CAS,2013,99.92178,0,A,A,5
LR,PT,_Z,_Z,F,Y15T24,_Z,_Z,_Z,_Z,_T,_Z,_Z,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AIMS_CAS,2014,99.92289,0,A,A,5
