DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,TIME_PERIOD,OBS_VALUE,S3,T3,I13,T12,R1,S4,T33,S8,T5,S14,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_IRQ_EMP_PTER_SEX_RT(1.0),YI,IRQ,A,3075,EMP_PTER_RT,SEX_T,2014,28.18,,,,,,,,,,,,,,,,RT,PT,0,,1,BB,EMP_PTER_SEX_RT
ILO:DF_YI_IRQ_EMP_PTER_SEX_RT(1.0),YI,IRQ,A,3075,EMP_PTER_RT,SEX_T,2017,23.91,,,,,,,,,,,,,,,,RT,PT,0,,1,BB,EMP_PTER_SEX_RT
ILO:DF_YI_IRQ_EMP_PTER_SEX_RT(1.0),YI,IRQ,A,3075,EMP_PTER_RT,SEX_T,2012,32.77,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BB,EMP_PTER_SEX_RT
ILO:DF_YI_IRQ_EMP_PTER_SEX_RT(1.0),YI,IRQ,A,3075,EMP_PTER_RT,SEX_T,2007,32.75,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BB,EMP_PTER_SEX_RT
ILO:DF_YI_IRQ_EMP_PTER_SEX_RT(1.0),YI,IRQ,A,3075,EMP_PTER_RT,SEX_F,2012,64.11,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BB,EMP_PTER_SEX_RT
ILO:DF_YI_IRQ_EMP_PTER_SEX_RT(1.0),YI,IRQ,A,3075,EMP_PTER_RT,SEX_F,2017,26.15,,,,,,,,,,,,,,,,RT,PT,0,,1,BB,EMP_PTER_SEX_RT
ILO:DF_YI_IRQ_EMP_PTER_SEX_RT(1.0),YI,IRQ,A,3075,EMP_PTER_RT,SEX_F,2007,65.67,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BB,EMP_PTER_SEX_RT
ILO:DF_YI_IRQ_EMP_PTER_SEX_RT(1.0),YI,IRQ,A,3075,EMP_PTER_RT,SEX_F,2014,58.41,,,,,,,,,,,,,,,,RT,PT,0,,1,BB,EMP_PTER_SEX_RT
ILO:DF_YI_IRQ_EMP_PTER_SEX_RT(1.0),YI,IRQ,A,3075,EMP_PTER_RT,SEX_M,2014,23.29,,,,,,,,,,,,,,,,RT,PT,0,,1,BB,EMP_PTER_SEX_RT
ILO:DF_YI_IRQ_EMP_PTER_SEX_RT(1.0),YI,IRQ,A,3075,EMP_PTER_RT,SEX_M,2017,23.64,,,,,,,,,,,,,,,,RT,PT,0,,1,BB,EMP_PTER_SEX_RT
ILO:DF_YI_IRQ_EMP_PTER_SEX_RT(1.0),YI,IRQ,A,3075,EMP_PTER_RT,SEX_M,2007,26.89,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BB,EMP_PTER_SEX_RT
ILO:DF_YI_IRQ_EMP_PTER_SEX_RT(1.0),YI,IRQ,A,3075,EMP_PTER_RT,SEX_M,2012,27.61,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BB,EMP_PTER_SEX_RT
