DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,TIME_PERIOD,OBS_VALUE,S3,T3,I13,T12,R1,S4,T33,S8,T5,S14,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_AZE_EMP_PTER_SEX_RT(1.0),YI,AZE,A,125,EMP_PTER_RT,SEX_F,2015,23.33,24,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_AZE_EMP_PTER_SEX_RT(1.0),YI,AZE,A,125,EMP_PTER_RT,SEX_F,2013,22.87,24,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_AZE_EMP_PTER_SEX_RT(1.0),YI,AZE,A,125,EMP_PTER_RT,SEX_F,2010,28.54,24,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_AZE_EMP_PTER_SEX_RT(1.0),YI,AZE,A,125,EMP_PTER_RT,SEX_F,2011,20.68,24,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_AZE_EMP_PTER_SEX_RT(1.0),YI,AZE,A,125,EMP_PTER_RT,SEX_F,2016,23.47,24,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_AZE_EMP_PTER_SEX_RT(1.0),YI,AZE,A,125,EMP_PTER_RT,SEX_F,2009,27.83,24,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_AZE_EMP_PTER_SEX_RT(1.0),YI,AZE,A,125,EMP_PTER_RT,SEX_F,2017,23.73,24,,,,,,,,,4077,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_AZE_EMP_PTER_SEX_RT(1.0),YI,AZE,A,125,EMP_PTER_RT,SEX_F,2012,22.35,24,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_AZE_EMP_PTER_SEX_RT(1.0),YI,AZE,A,125,EMP_PTER_RT,SEX_F,2018,23.91,24,,,,,,,,,4077,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_AZE_EMP_PTER_SEX_RT(1.0),YI,AZE,A,125,EMP_PTER_RT,SEX_M,2010,19.23,24,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_AZE_EMP_PTER_SEX_RT(1.0),YI,AZE,A,125,EMP_PTER_RT,SEX_M,2011,13.80,24,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_AZE_EMP_PTER_SEX_RT(1.0),YI,AZE,A,125,EMP_PTER_RT,SEX_M,2016,14.28,24,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
