DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,TIME_PERIOD,OBS_VALUE,S3,T3,I13,T12,R1,S4,T33,S8,T5,S14,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2000,14.46,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2005,20.67,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2001,17.32,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2012,16.23,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2013,17.52,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2003,19.34,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2009,19.21,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2014,18.05,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2016,23.27,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2017,24.77,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2004,21.36,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2006,20.71,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2007,20.35,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2010,18,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2015,19.45,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2008,18.93,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2011,16.25,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_M,2018,23.89,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_T,2006,26.43,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_T,2013,23.50,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_T,2003,24.71,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_T,2007,26.63,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_T,2010,23.56,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_T,2016,31.62,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_T,2001,24.27,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_T,2009,24.54,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_T,2017,33.19,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_T,2018,31.54,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_T,2000,19.74,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ECU_EMP_PTER_SEX_RT(1.0),YI,ECU,A,19,EMP_PTER_RT,SEX_T,2012,21.59,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
