DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,TIME_PERIOD,OBS_VALUE,S3,T3,I13,T12,R1,S4,T33,S8,T5,S14,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_T,2006,34.48,,,,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_T,2017,37.33,,,,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_T,2008,32.37,,,3888,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_T,2004,37.20,,,,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_T,2005,35.37,,,,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_T,2010,32.79,,,3888,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_T,2013,33.17,,,3888,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_T,2009,33.79,,,3888,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_T,2012,33.28,,,3888,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_T,2018,37.79,,,,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_T,2011,32.10,,,3888,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_T,2014,34.17,,,3888,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_F,2009,49.16,,,3888,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_F,2013,48.60,,,3888,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_F,2018,52.05,,,,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_F,2014,50.05,,,3888,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_F,2004,52.88,,,,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_F,2006,50.63,,,,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_F,2012,48.77,,,3888,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_F,2005,51.38,,,,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_F,2008,47.71,,,3888,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_F,2010,48.35,,,3888,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_F,2011,46.96,,,3888,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,150,EMP_PTER_RT,SEX_F,2017,51.28,,,,,3513,33,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,153,EMP_PTER_RT,SEX_F,2011,48.32,,,3888,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,153,EMP_PTER_RT,SEX_F,2010,50.14,,,3888,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,153,EMP_PTER_RT,SEX_F,2012,49.97,,,3888,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,153,EMP_PTER_RT,SEX_F,2013,50.48,,,3888,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,153,EMP_PTER_RT,SEX_F,2014,51.88,,,3888,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,153,EMP_PTER_RT,SEX_T,2013,34.11,,,3888,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,153,EMP_PTER_RT,SEX_T,2010,32.98,,,3888,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,153,EMP_PTER_RT,SEX_T,2012,33.70,,,3888,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,153,EMP_PTER_RT,SEX_T,2014,34.81,,,3888,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,153,EMP_PTER_RT,SEX_T,2011,31.77,,,3888,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,153,EMP_PTER_RT,SEX_M,2014,22.81,,,3888,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ARG_EMP_PTER_SEX_RT(1.0),YI,ARG,A,153,EMP_PTER_RT,SEX_M,2013,22.81,,,3888,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
