DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,TIME_PERIOD,OBS_VALUE,S3,T3,I13,T12,R1,S4,T33,S8,T5,S14,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_T,2011,13.73,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_T,2009,14.36,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_T,2010,13.89,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_T,2015,14.56,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_T,2006,16.29,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_T,2007,14.48,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_T,2016,10.19,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_T,2012,13.80,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_T,2008,13.98,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_T,2018,12.36,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_T,2017,13.05,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_T,2014,11.96,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_M,2008,11.91,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_M,2007,13.73,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_M,2012,12.10,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_M,2014,10.62,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_BIH_EMP_PTER_SEX_RT(1.0),YI,BIH,A,493,EMP_PTER_RT,SEX_M,2016,8.37,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
