DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,TIME_PERIOD,OBS_VALUE,S3,T3,I13,T12,R1,S4,T33,S8,T5,S14,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_F,2008,33.80,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_F,2010,33.90,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_F,2015,36.19,,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_F,2017,28.63,,,,,,,,,,4077,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_F,2013,31.73,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_F,2009,31.88,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_F,2014,39.70,,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_F,2011,57.19,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_F,2007,26.23,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_F,2012,36.35,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_T,2011,49.36,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_T,2015,30.36,,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_T,2010,23.95,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_T,2017,23.93,,,,,,,,,,4077,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_T,2013,25.90,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_T,2007,18.94,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_T,2014,32.58,,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_T,2008,23.28,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_T,2009,21.82,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_T,2012,28.96,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_M,2014,27.10,,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_M,2008,14.82,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_M,2012,23.11,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_M,2015,25.98,,,,,,,,,,,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_M,2009,14.28,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_M,2010,16.55,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_M,2011,43.18,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_M,2017,20.35,,,,,,,,,,4077,,,,38,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_M,2007,14.46,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_ALB_EMP_PTER_SEX_RT(1.0),YI,ALB,A,480,EMP_PTER_RT,SEX_M,2013,21.13,,,,,3513,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
