DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,TIME_PERIOD,OBS_VALUE,S3,T3,I13,T12,R1,S4,T33,S8,T5,S14,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_TZA_EMP_PTER_SEX_RT(1.0),YI,TZA,A,1743,EMP_PTER_RT,SEX_F,2014,45.36,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_TZA_EMP_PTER_SEX_RT(1.0),YI,TZA,A,1743,EMP_PTER_RT,SEX_F,2006,40.10,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_TZA_EMP_PTER_SEX_RT(1.0),YI,TZA,A,1743,EMP_PTER_RT,SEX_F,2001,43.73,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_TZA_EMP_PTER_SEX_RT(1.0),YI,TZA,A,2542,EMP_PTER_RT,SEX_F,2013,6.20,26,,,,,,,,,,,,,38,,RT,PT,0,,1,BB,EMP_PTER_SEX_RT
ILO:DF_YI_TZA_EMP_PTER_SEX_RT(1.0),YI,TZA,A,2542,EMP_PTER_RT,SEX_T,2013,6.87,26,,,,,,,,,,,,,38,,RT,PT,0,,1,BB,EMP_PTER_SEX_RT
ILO:DF_YI_TZA_EMP_PTER_SEX_RT(1.0),YI,TZA,A,1743,EMP_PTER_RT,SEX_T,2014,38.09,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_TZA_EMP_PTER_SEX_RT(1.0),YI,TZA,A,1743,EMP_PTER_RT,SEX_T,2006,35.76,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_TZA_EMP_PTER_SEX_RT(1.0),YI,TZA,A,1743,EMP_PTER_RT,SEX_T,2001,38.05,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_TZA_EMP_PTER_SEX_RT(1.0),YI,TZA,A,1743,EMP_PTER_RT,SEX_M,2014,31.02,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_TZA_EMP_PTER_SEX_RT(1.0),YI,TZA,A,1743,EMP_PTER_RT,SEX_M,2001,32.16,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_TZA_EMP_PTER_SEX_RT(1.0),YI,TZA,A,1743,EMP_PTER_RT,SEX_M,2006,31.22,,,,,3513,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_TZA_EMP_PTER_SEX_RT(1.0),YI,TZA,A,2542,EMP_PTER_RT,SEX_M,2013,7.52,26,,,,,,,,,,,,,38,,RT,PT,0,,1,BB,EMP_PTER_SEX_RT
