DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,TIME_PERIOD,OBS_VALUE,S3,T3,I13,T12,R1,S4,T33,S8,T5,S14,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_HUN_EMP_PTER_SEX_RT(1.0),YI,HUN,A,2237,EMP_PTER_RT,SEX_T,1999,10.82,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HUN_EMP_PTER_SEX_RT(1.0),YI,HUN,A,2237,EMP_PTER_RT,SEX_T,2005,14.77,,,,145,2384,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HUN_EMP_PTER_SEX_RT(1.0),YI,HUN,A,2237,EMP_PTER_RT,SEX_T,2018,24.36,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HUN_EMP_PTER_SEX_RT(1.0),YI,HUN,A,2237,EMP_PTER_RT,SEX_T,1998,13.05,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HUN_EMP_PTER_SEX_RT(1.0),YI,HUN,A,2237,EMP_PTER_RT,SEX_T,2000,19.86,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HUN_EMP_PTER_SEX_RT(1.0),YI,HUN,A,2237,EMP_PTER_RT,SEX_T,2006,15.74,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HUN_EMP_PTER_SEX_RT(1.0),YI,HUN,A,2237,EMP_PTER_RT,SEX_T,2007,15.93,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HUN_EMP_PTER_SEX_RT(1.0),YI,HUN,A,2237,EMP_PTER_RT,SEX_T,2011,17.21,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HUN_EMP_PTER_SEX_RT(1.0),YI,HUN,A,2237,EMP_PTER_RT,SEX_T,2016,18.13,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HUN_EMP_PTER_SEX_RT(1.0),YI,HUN,A,2237,EMP_PTER_RT,SEX_T,2017,23.54,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
