DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,AGE,TIME_PERIOD,OBS_VALUE,I12,T3,S3,C10,I13,S11,S4,R1,T5,S8,C6,S14,S9,S7,C2,I11,S5,T2,S6,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_ETH_EAP_DWAP_SEX_AGE_RT(1.0),YI,ETH,A,1125,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y25-29,1994,81.42,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_ETH_EAP_DWAP_SEX_AGE_RT(1.0),YI,ETH,A,1125,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_TOTAL,1994,77.93,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_ETH_EAP_DWAP_SEX_AGE_RT(1.0),YI,ETH,A,1125,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_Y20-24,1994,69.16,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_ETH_EAP_DWAP_SEX_AGE_RT(1.0),YI,ETH,A,1125,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_Y30-34,1994,70.05,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_ETH_EAP_DWAP_SEX_AGE_RT(1.0),YI,ETH,A,1125,EAP_DWAP_RT,SEX_T,AGE_10YRBANDS_TOTAL,1994,77.93,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_ETH_EAP_DWAP_SEX_AGE_RT(1.0),YI,ETH,A,1125,EAP_DWAP_RT,SEX_T,AGE_10YRBANDS_Y35-44,1994,83.21,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_ETH_EAP_DWAP_SEX_AGE_RT(1.0),YI,ETH,A,1125,EAP_DWAP_RT,SEX_T,AGE_10YRBANDS_Y55-64,1994,79.16,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_ETH_EAP_DWAP_SEX_AGE_RT(1.0),YI,ETH,A,1125,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_TOTAL,1994,89.57,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_ETH_EAP_DWAP_SEX_AGE_RT(1.0),YI,ETH,A,1125,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_Y45-54,1994,97.33,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_ETH_EAP_DWAP_SEX_AGE_RT(1.0),YI,ETH,A,1125,EAP_DWAP_RT,SEX_F,AGE_10YRBANDS_Y15-24,1994,66.03,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_ETH_EAP_DWAP_SEX_AGE_RT(1.0),YI,ETH,A,1125,EAP_DWAP_RT,SEX_F,AGE_10YRBANDS_Y35-44,1994,69.60,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_ETH_EAP_DWAP_SEX_AGE_RT(1.0),YI,ETH,A,1125,EAP_DWAP_RT,SEX_F,AGE_10YRBANDS_Y55-64,1994,62.49,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_ETH_EAP_DWAP_SEX_AGE_RT(1.0),YI,ETH,A,1125,EAP_DWAP_RT,SEX_M,AGE_AGGREGATE_Y15-24,1994,79.97,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_ETH_EAP_DWAP_SEX_AGE_RT(1.0),YI,ETH,A,1125,EAP_DWAP_RT,SEX_T,AGE_YTHADULT_YGE15,1994,77.93,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_ETH_EAP_DWAP_SEX_AGE_RT(1.0),YI,ETH,A,1125,EAP_DWAP_RT,SEX_F,AGE_YTHADULT_Y15-24,1994,66.03,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
