DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,TIME_PERIOD,OBS_VALUE,S3,T3,I13,T12,R1,S4,T33,S8,T5,S14,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_M,2005,24.09,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_M,2006,22.61,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_M,2012,27.94,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_M,2013,30.93,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_M,2015,32.23,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_M,2007,23.26,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_M,2016,30.93,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_M,2008,23.03,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_M,2010,25.27,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_M,2011,21.53,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_M,2014,33.10,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_M,2009,22.89,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_M,2017,28.30,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_T,2007,28.77,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_T,2009,28.68,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_MUS_EMP_PTER_SEX_RT(1.0),YI,MUS,A,82,EMP_PTER_RT,SEX_T,2016,35.82,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
