DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,TIME_PERIOD,OBS_VALUE,S3,T3,I13,T12,R1,S4,T33,S8,T5,S14,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,1998,14.72,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2002,13.50,,,,145,2384,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2005,11.48,,,,145,2384,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2011,13.70,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2004,16.24,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2006,11.05,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2008,14.56,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2010,15.46,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2016,13.42,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,1999,14.43,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2000,12.06,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2003,13.56,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2009,17.13,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2017,13.28,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2001,12.69,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2007,9.15,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2012,14.09,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2015,14.69,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2018,12.40,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2013,14.45,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_M,2014,12.50,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_F,1999,20.25,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_F,2002,22.39,,,,145,2384,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_LVA_EMP_PTER_SEX_RT(1.0),YI,LVA,A,2246,EMP_PTER_RT,SEX_F,2009,23.41,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
