DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,TIME_PERIOD,OBS_VALUE,S3,T3,I13,T12,R1,S4,T33,S8,T5,S14,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_FRA_EMP_PTER_SEX_RT(1.0),YI,FRA,A,2260,EMP_PTER_RT,SEX_F,1985,34.21,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_FRA_EMP_PTER_SEX_RT(1.0),YI,FRA,A,2260,EMP_PTER_RT,SEX_F,1984,33.83,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_FRA_EMP_PTER_SEX_RT(1.0),YI,FRA,A,2260,EMP_PTER_RT,SEX_F,1986,35.60,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_FRA_EMP_PTER_SEX_RT(1.0),YI,FRA,A,2260,EMP_PTER_RT,SEX_F,1987,36.51,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_FRA_EMP_PTER_SEX_RT(1.0),YI,FRA,A,2260,EMP_PTER_RT,SEX_F,1991,37.73,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_FRA_EMP_PTER_SEX_RT(1.0),YI,FRA,A,2260,EMP_PTER_RT,SEX_F,1995,42.86,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_FRA_EMP_PTER_SEX_RT(1.0),YI,FRA,A,2260,EMP_PTER_RT,SEX_F,1999,41.35,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_FRA_EMP_PTER_SEX_RT(1.0),YI,FRA,A,2260,EMP_PTER_RT,SEX_F,2003,48.31,,,,145,2384,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_FRA_EMP_PTER_SEX_RT(1.0),YI,FRA,A,2260,EMP_PTER_RT,SEX_F,2009,52.35,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_FRA_EMP_PTER_SEX_RT(1.0),YI,FRA,A,2260,EMP_PTER_RT,SEX_F,2013,51.50,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
