DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,TIME_PERIOD,OBS_VALUE,S3,T3,I13,T12,R1,S4,T33,S8,T5,S14,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_HRV_EMP_PTER_SEX_RT(1.0),YI,HRV,A,2251,EMP_PTER_RT,SEX_M,2003,11.89,,,,145,2384,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HRV_EMP_PTER_SEX_RT(1.0),YI,HRV,A,2251,EMP_PTER_RT,SEX_M,2011,14.24,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HRV_EMP_PTER_SEX_RT(1.0),YI,HRV,A,2251,EMP_PTER_RT,SEX_M,2006,13.65,,,,145,2384,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HRV_EMP_PTER_SEX_RT(1.0),YI,HRV,A,2251,EMP_PTER_RT,SEX_M,2017,19.73,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HRV_EMP_PTER_SEX_RT(1.0),YI,HRV,A,2251,EMP_PTER_RT,SEX_M,2005,13.52,,,,145,2384,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HRV_EMP_PTER_SEX_RT(1.0),YI,HRV,A,2251,EMP_PTER_RT,SEX_M,2008,14.95,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HRV_EMP_PTER_SEX_RT(1.0),YI,HRV,A,2251,EMP_PTER_RT,SEX_M,2016,20.75,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HRV_EMP_PTER_SEX_RT(1.0),YI,HRV,A,2251,EMP_PTER_RT,SEX_M,2010,13.55,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HRV_EMP_PTER_SEX_RT(1.0),YI,HRV,A,2251,EMP_PTER_RT,SEX_M,2007,14.20,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HRV_EMP_PTER_SEX_RT(1.0),YI,HRV,A,2251,EMP_PTER_RT,SEX_M,2014,18.25,,,,145,2384,,,,,,264,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_HRV_EMP_PTER_SEX_RT(1.0),YI,HRV,A,2251,EMP_PTER_RT,SEX_M,2009,15.52,,,,145,2384,,,,,,,,,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
