DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,TIME_PERIOD,OBS_VALUE,S3,T3,I13,T12,R1,S4,T33,S8,T5,S14,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,1996,17.59,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2001,16.52,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2002,16.39,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2011,19.18,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2012,18.49,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2014,18,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,1997,16.91,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2004,16.76,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2006,16.31,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2009,21.18,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2010,19.53,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,1994,18.14,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2005,16.39,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2008,17.17,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,1998,18.29,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2000,15.32,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2018,16.46,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2013,17.83,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2016,17.35,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2003,16.70,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2007,15.99,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2015,18.51,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,2017,17.34,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,1999,16.51,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_M,1995,17.62,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,1998,25.20,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2005,22.77,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2009,26.89,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,1997,23.76,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2004,23.25,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2008,22.97,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2017,22.90,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2011,24.98,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2016,22.90,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2002,22.84,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2010,25.24,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2012,24.19,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2013,23.52,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,1996,24.50,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2018,21.87,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,1994,25.10,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2003,23.14,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2007,22.21,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2001,22.95,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2006,22.45,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2014,23.87,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2015,24.32,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,1995,24.59,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,1999,23.16,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_T,2000,21.79,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_F,2000,29.26,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_F,2010,31.61,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_F,2013,29.95,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_F,1996,32.55,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_F,2005,30.13,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
ILO:DF_YI_USA_EMP_PTER_SEX_RT(1.0),YI,USA,A,453,EMP_PTER_RT,SEX_F,2009,33.25,,,,,3513,,,,,,,,85,,,RT,PT,0,,1,BA,EMP_PTER_SEX_RT
