DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,ECO,TIME_PERIOD,OBS_VALUE,S3,T3,S11,T12,I13,R1,S4,T5,S14,S7,S9,I11,C5,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1971,32.09,,,,,,,,,,,,,1851.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1972,31.14,,,,,,,,,,,,,1851.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1973,30.31,,,,,,,,,,,,,1851.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1974,29.89,,,,,,,,,,,,,1851.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1975,27.73,,,,,,,,,,,,,1851.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1976,26.54,,,,,,,,,,,,,1851.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1977,26.19,,,,,,,,,,,,,1851.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1978,25.92,,,,,,,,,,,,,1851.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1979,23.42,,,,,,,,,,,,266.0,1851.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1980,23.06,,,,,,,,,,,,,1851.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1981,22.68,,,,,,,,,,,,,1851.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1982,21.81,,,,,,,,,,,,,1851.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1983,20.78,,,,,,,,,,,,,1851.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1984,20.41,,,,,,,,,,,,,1851.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1985,20.66,,,,,,,,,,,,,1851.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1986,20.5,,,,,,,,,,,,266.0,1019.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1987,19.76,,,,,,,,,,,,,1019.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1988,19.16,,,,,,,,,,,,,1019.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1989,18.85,,,,,,,,,,,,,1019.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1990,18.34,,,,,,,,,,,,,1019.0,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1991,16.79,,,,,,,,,,,,,,,,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1992,15.2,,,,,,,,,,,,,,,,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1993,14.88,,,,,,,,,,,,,,,,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1994,15.64,,,,,,,,,,,,,,,,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1995,15.87,,,,,,,,,,,,,,,,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1996,15.59,,,,,,,,,,,,,,,,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1997,14.39,,,,,,,,,,,,,,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1998,13.53,,,,,,,,,,,,,,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,1999,13.13,,,,,,,,,,,,,,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,2000,12.98,,,,,,,,,,,,,,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,2001,13.04,,,,,,,,,,,,,,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,2002,12.59,,,,,,,,,,,,,,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,2003,12.07,,,,,,,,,,,,,,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,CHE,A,983,EMP_TEMP_DT,SEX_F,ECO_SECTOR_IND,2004,12.03,,,,,,,,,,,,,,,41.0,,DT,PT,0,,1,EA,EMP_TEMP_SEX_ECO_DT
