DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,ECO,TIME_PERIOD,OBS_VALUE,S3,T3,S11,T12,I13,R1,S4,T5,S14,S7,S9,I11,C5,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,TTO,A,549,EMP_TEMP_DT,SEX_T,ECO_SECTOR_IND,1969,30.83,,,,,,,,,,,,,1019.0,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,TTO,A,549,EMP_TEMP_DT,SEX_T,ECO_SECTOR_IND,1970,33.89,,,,,,,,,,,,,1019.0,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,TTO,A,549,EMP_TEMP_DT,SEX_T,ECO_SECTOR_IND,1971,34.79,6.0,,,,,,,,,,,,1019.0,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,TTO,A,549,EMP_TEMP_DT,SEX_T,ECO_SECTOR_IND,1973,33.44,,,,,,,,,,,,,1019.0,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,TTO,A,549,EMP_TEMP_DT,SEX_T,ECO_SECTOR_IND,1974,33.18,,,,,,,,,,,,,1019.0,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,TTO,A,549,EMP_TEMP_DT,SEX_T,ECO_SECTOR_IND,1975,33.87,,,,,,,,,,,,,1019.0,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,TTO,A,549,EMP_TEMP_DT,SEX_T,ECO_SECTOR_IND,1977,36.08,,,,,,,,,,,,,1019.0,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,TTO,A,549,EMP_TEMP_DT,SEX_T,ECO_SECTOR_IND,1978,37.55,,,,,,,,,,,,,1019.0,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,TTO,A,549,EMP_TEMP_DT,SEX_T,ECO_SECTOR_IND,1979,38.58,,,,,,,,,,,,,1019.0,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,TTO,A,549,EMP_TEMP_DT,SEX_T,ECO_SECTOR_IND,1981,39.55,,,,,,,,,,,,,1019.0,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,TTO,A,549,EMP_TEMP_DT,SEX_T,ECO_SECTOR_IND,1982,39.14,,,,,,,,,,,,,1019.0,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,TTO,A,549,EMP_TEMP_DT,SEX_T,ECO_SECTOR_IND,1983,37.78,,,,,,,,,,,,,1019.0,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,TTO,A,549,EMP_TEMP_DT,SEX_T,ECO_SECTOR_IND,1984,35.5,,,,,,,,,,,,,1019.0,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_ECO_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_ECO_DT(1.0),YI,TTO,A,549,EMP_TEMP_DT,SEX_T,ECO_SECTOR_IND,1985,33.04,,,,,,,,,,,,,1019.0,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_ECO_DT
