DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,STE,TIME_PERIOD,OBS_VALUE,S3,T3,I13,R1,S4,T5,S14,S7,I11,C2,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1976,4.52,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1977,4.75,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1978,4.73,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1979,4.78,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1980,4.93,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1981,5.21,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1982,5.76,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1983,6.04,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1984,5.72,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1985,6.16,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1986,6.01,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1987,5.96,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1988,6.15,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1989,6.11,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1990,6.09,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1991,6.48,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1992,6.42,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1993,6.45,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1994,6.14,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1995,6.19,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1996,6.07,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1997,5.95,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1998,5.76,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1999,5.75,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,2000,5.55,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,2001,5.28,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,2002,5.13,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,2003,5.11,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALL_EMP_TEMP_SEX_STE_DT(1.0),YI,CAN,A,147,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,2004,5.26,,,,3513.0,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
