DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,AGE,TIME_PERIOD,OBS_VALUE,I12,T3,S3,C10,I13,S11,S4,R1,T5,S8,C6,S14,S9,S7,C2,I11,S5,T2,S6,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_BFA_EAP_DWAP_SEX_AGE_RT(1.0),YI,BFA,A,903,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,2006,62.37,,,18,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BFA_EAP_DWAP_SEX_AGE_RT(1.0),YI,BFA,A,903,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,1985,81.15,,,,,,,,,,,,,,,,,,239,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BFA_EAP_DWAP_SEX_AGE_RT(1.0),YI,BFA,A,903,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y30-34,2006,80.32,,,18,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BFA_EAP_DWAP_SEX_AGE_RT(1.0),YI,BFA,A,903,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y30-34,1985,88.17,,,,,,,,,,,,,,,,,,239,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BFA_EAP_DWAP_SEX_AGE_RT(1.0),YI,BFA,A,903,EAP_DWAP_RT,SEX_M,AGE_5YRBANDS_Y25-29,2006,92.83,,,18,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BFA_EAP_DWAP_SEX_AGE_RT(1.0),YI,BFA,A,903,EAP_DWAP_RT,SEX_M,AGE_5YRBANDS_Y25-29,1985,96.66,,,,,,,,,,,,,,,,,,239,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BFA_EAP_DWAP_SEX_AGE_RT(1.0),YI,BFA,A,903,EAP_DWAP_RT,SEX_M,AGE_5YRBANDS_Y45-49,2006,96.75,,,18,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BFA_EAP_DWAP_SEX_AGE_RT(1.0),YI,BFA,A,903,EAP_DWAP_RT,SEX_M,AGE_5YRBANDS_Y45-49,1985,97.35,,,,,,,,,,,,,,,,,,239,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BFA_EAP_DWAP_SEX_AGE_RT(1.0),YI,BFA,A,903,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_Y55-59,2006,61.88,,,18,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BFA_EAP_DWAP_SEX_AGE_RT(1.0),YI,BFA,A,903,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_Y55-59,1985,73.24,,,,,,,,,,,,,,,,,,239,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BFA_EAP_DWAP_SEX_AGE_RT(1.0),YI,BFA,A,903,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_Y45-49,2006,68.27,,,18,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BFA_EAP_DWAP_SEX_AGE_RT(1.0),YI,BFA,A,903,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_Y45-49,1985,82.21,,,,,,,,,,,,,,,,,,239,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BFA_EAP_DWAP_SEX_AGE_RT(1.0),YI,BFA,A,903,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_Y35-44,2006,97.25,,,18,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BFA_EAP_DWAP_SEX_AGE_RT(1.0),YI,BFA,A,903,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_Y35-44,1985,97.75,,,,,,,,,,,,,,,,,,239,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
