DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,AGE,TIME_PERIOD,OBS_VALUE,I12,T3,S3,C10,I13,S11,S4,R1,T5,S8,C6,S14,S9,S7,C2,I11,S5,T2,S6,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_10YRBANDS_Y45-54,1971,64.74,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_10YRBANDS_Y45-54,2001,73.27,,,19,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_10YRBANDS_Y45-54,1986,65.88,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_10YRBANDS_Y45-54,1960,72.51,,,,,,,,,,,,,371,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_10YRBANDS_Y45-54,1991,70.39,,,19,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_10YRBANDS_Y45-54,1981,62.72,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_10YRBANDS_YGE65,1971,37.09,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_10YRBANDS_YGE65,2001,7.52,,,19,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_10YRBANDS_YGE65,1960,32.38,,,,,,,,,,,,,371,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_10YRBANDS_YGE65,1981,30.06,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_10YRBANDS_YGE65,1991,18.62,,,19,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_10YRBANDS_YGE65,1986,28.52,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_Y25-34,1971,97.49,,,,,,,,,,,1633,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_Y25-34,1960,98.02,,,,,,,,,,,2309,,371,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_Y25-34,1981,97.88,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_Y25-34,1991,97.62,,,19,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_Y25-34,1986,98.45,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_Y25-34,2001,96.37,,,19,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_Y55-64,1971,84.69,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_Y55-64,1981,86.19,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_Y55-64,2001,47.46,,,19,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_Y55-64,1991,71.62,,,19,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_Y55-64,1986,84.63,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_10YRBANDS_Y55-64,1960,86.59,,,,,,,,,,,,,371,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_YGE65,1960,7.70,,,,,,,,,,,2262,,371,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_YGE65,1971,11.48,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_YGE65,2001,2.10,,,19,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_YGE65,1986,5.77,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_YGE65,1991,4.16,,,19,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_YGE65,1981,5.95,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y25-29,1960,57.50,,,,,,,,,,,,,371,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y25-29,1991,81.48,,,19,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y25-29,2001,85.99,,,19,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y25-29,1981,72.88,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y25-29,1986,78.59,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y25-29,1971,66.07,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_5YRBANDS_Y55-59,1960,90.90,,,,,,,,,,,,,371,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_5YRBANDS_Y55-59,2001,48.94,,,19,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_5YRBANDS_Y55-59,1986,86.73,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_5YRBANDS_Y55-59,1991,72.08,,,19,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_BRN_EAP_DWAP_SEX_AGE_RT(1.0),YI,BRN,A,957,EAP_DWAP_RT,SEX_M,AGE_5YRBANDS_Y55-59,1971,88.11,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
