DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,AGE,TIME_PERIOD,OBS_VALUE,I12,T3,S3,C10,I13,S11,S4,R1,T5,S8,C6,S14,S9,S7,C2,I11,S5,T2,S6,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_AGGREGATE_Y15-24,2012,29.63,,,,,,,,3513,,,,,,,,264,,,,B,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_AGGREGATE_Y15-24,2016,30.31,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_AGGREGATE_Y15-24,2008,32.54,,,,,,,,3513,,,,,,,,264,,,,B,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_AGGREGATE_Y15-24,2007,33.28,,,21,,,,,,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_AGGREGATE_Y15-24,2015,29.21,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_AGGREGATE_Y15-24,2010,28.21,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_AGGREGATE_Y15-24,2009,28.91,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_AGGREGATE_Y15-24,2018,30,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_AGGREGATE_Y15-24,2014,28.46,,,,,,,,3513,,,,,,,,264,,,,B,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_AGGREGATE_Y15-24,2006,37.39,,,21,,,,,,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_AGGREGATE_Y15-24,2011,28.48,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_AGGREGATE_Y15-24,2017,30.64,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_AGGREGATE_Y15-24,2013,28.70,,,,,,,,3513,,,,,,,,264,,,,B,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,2017,10.45,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,2010,9.19,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,2013,10.86,,,,,,,,3513,,,,,,,,264,,,,B,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,2011,8.96,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,2008,14.74,,,,,,,,3513,,,,,,,,264,,,,B,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,2014,10.60,,,,,,,,3513,,,,,,,,264,,,,B,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,2012,10.68,,,,,,,,3513,,,,,,,,264,,,,B,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,2018,9.67,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,2015,10.69,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,2007,15.30,,,,,,,34,,,,,,,,,,38,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,2006,20.10,,,21,,,,,,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,2009,10.05,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,2016,11.64,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y40-44,2017,86.38,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y40-44,2008,84.55,,,,,,,,3513,,,,,,,,264,,,,B,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y40-44,2010,83.69,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y40-44,2009,83.88,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y40-44,2013,84.20,,,,,,,,3513,,,,,,,,264,,,,B,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y40-44,2006,87.30,,,21,,,,,,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y40-44,2007,88.40,,,,,,,34,,,,,,,,,,38,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y40-44,2011,85.53,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y40-44,2018,87.25,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y40-44,2012,83.45,,,,,,,,3513,,,,,,,,264,,,,B,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y40-44,2016,85.63,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y40-44,2015,85.38,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y40-44,2014,84.78,,,,,,,,3513,,,,,,,,264,,,,B,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_TOTAL,2017,46.29,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_TOTAL,2018,46.69,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_TOTAL,2006,42.50,,,21,,,,,,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_TOTAL,2010,39.04,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_TOTAL,2008,43.39,,,,,,,,3513,,,,,,,,264,,,,B,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_TOTAL,2011,37.99,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_SRB_EAP_DWAP_SEX_AGE_RT(1.0),YI,SRB,A,467,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_TOTAL,2015,43.46,,,,,,,,3513,,,,,,,,,,,,,RT,PT,0,,1,BA,EAP_DWAP_SEX_AGE_RT
