DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,AGE,TIME_PERIOD,OBS_VALUE,I12,T3,S3,C10,I13,S11,S4,R1,T5,S8,C6,S14,S9,S7,C2,I11,S5,T2,S6,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_M,AGE_5YRBANDS_Y15-19,1983,77.50,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y15-19,1983,62.40,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_Y55-59,1983,47.60,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_Y25-29,1983,37.20,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y50-54,1983,71.40,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_M,AGE_5YRBANDS_Y50-54,1983,96.50,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_Y40-44,1983,47,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_T,AGE_YTHADULT_Y15-64,1983,66.66,,,,,,,,,,,,,,,,,,79,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_Y15-19,1983,48.60,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_M,AGE_5YRBANDS_Y30-34,1983,96.90,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y35-39,1983,67.50,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_M,AGE_5YRBANDS_Y05-09,1983,0.50,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y60-64,1983,68.10,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_Y60-64,1983,48.70,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_T,AGE_YTHADULT_YGE15,1983,64.18,,,,,,,,,,,,,,,,,,79,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,7051,EAP_DWAP_RT,SEX_T,AGE_YTHADULT_YGE15,1994,71.70,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,BB,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_F,AGE_5YRBANDS_Y45-49,1983,46.70,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_T,AGE_5YRBANDS_Y20-24,1983,63.80,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_M,AGE_5YRBANDS_Y35-39,1983,97,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
ILO:DF_YI_GNQ_EAP_DWAP_SEX_AGE_RT(1.0),YI,GNQ,A,1185,EAP_DWAP_RT,SEX_F,AGE_AGGREGATE_TOTAL,1983,26.90,,,,,,,,,,,,,,,,,,,,,RT,PT,0,,1,AA,EAP_DWAP_SEX_AGE_RT
