DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,STE,TIME_PERIOD,OBS_VALUE,S3,T3,I13,S4,R1,T5,S14,C2,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_T,STE_AGGREGATE_SLF,2002,92.32,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_M,STE_AGGREGATE_X,2002,0.65,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_F,STE_AGGREGATE_X,2002,0.55,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_T,STE_ICSE93_6,2002,0.59,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_M,STE_ICSE93_3,2002,61.77,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_M,STE_ICSE93_6,2002,0.65,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_F,STE_AGGREGATE_TOTAL,2002,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_M,STE_ICSE93_5,2002,25.16,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_F,STE_ICSE93_5,2002,40.95,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_T,STE_AGGREGATE_TOTAL,2002,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2002,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_T,STE_ICSE93_3,2002,58.58,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_M,STE_ICSE93_1,2002,12.42,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_F,STE_ICSE93_3,2002,55.89,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_T,STE_AGGREGATE_X,2002,0.59,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_M,STE_AGGREGATE_EES,2002,12.42,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_F,STE_AGGREGATE_EES,2002,2.61,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_F,STE_AGGREGATE_SLF,2002,96.84,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_T,STE_ICSE93_5,2002,33.74,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_F,STE_ICSE93_TOTAL,2002,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_F,STE_ICSE93_6,2002,0.55,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_T,STE_AGGREGATE_EES,2002,7.09,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_M,STE_AGGREGATE_TOTAL,2002,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_M,STE_AGGREGATE_SLF,2002,86.93,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_T,STE_ICSE93_1,2002,7.09,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_M,STE_ICSE93_TOTAL,2002,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_GIN_EMP_TEMP_SEX_STE_DT(1.0),YI,GIN,A,13365,EMP_TEMP_DT,SEX_F,STE_ICSE93_1,2002,2.61,,,,,3513,,,,,,,,,DT,PT,0,,1,BB,EMP_TEMP_SEX_STE_DT
