DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,STE,TIME_PERIOD,OBS_VALUE,S3,T3,I13,S4,R1,T5,S14,C2,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_F,STE_AGGREGATE_EES,2007,41.33,,,,,3513,,,,264,,,,B,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_F,STE_AGGREGATE_EES,2009,33.71,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_F,STE_AGGREGATE_EES,2011,34.93,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_F,STE_AGGREGATE_EES,2010,37.16,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_F,STE_AGGREGATE_EES,2008,33.37,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_F,STE_AGGREGATE_EES,2012,32.09,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_F,STE_AGGREGATE_EES,2013,37.35,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2007,100,,,,,3513,,,,264,,,,B,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2011,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2010,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2017,100,,,,,,,4077,,,,,38,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2012,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2013,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2014,100,,,,,,,,,,,,38,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2015,100,,,,,,,,,,,,38,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2008,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2009,100,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_M,STE_ICSE93_3,2007,42.35,,,,,3513,,,,264,,,,B,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_M,STE_ICSE93_3,2013,30.18,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_M,STE_ICSE93_3,2012,32.01,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_M,STE_ICSE93_3,2015,34.44,,,,,,,,,,,,38,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_M,STE_ICSE93_3,2017,38.54,,,,,,,4077,,,,,38,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_M,STE_ICSE93_3,2008,37.68,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_M,STE_ICSE93_3,2014,29.80,,,,,,,,,,,,38,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_M,STE_ICSE93_3,2009,34.88,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_ALB_EMP_TEMP_SEX_STE_DT(1.0),YI,ALB,A,480,EMP_TEMP_DT,SEX_M,STE_ICSE93_3,2011,33.40,,,,,3513,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
