DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,STE,TIME_PERIOD,OBS_VALUE,S3,T3,I13,S4,R1,T5,S14,C2,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_T,STE_ICSE93_5,2004,0.65,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_M,STE_ICSE93_TOTAL,2004,100,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_M,STE_ICSE93_1,2004,82.25,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_T,STE_ICSE93_1,2004,84.56,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_M,STE_ICSE93_2,2004,6.62,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_M,STE_ICSE93_5,2004,0.67,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_M,STE_ICSE93_3,2004,10.26,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_F,STE_ICSE93_2,2004,1.49,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_T,STE_ICSE93_TOTAL,2004,100,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,2004,5.77,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_T,STE_ICSE93_6,2004,0.21,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_M,STE_ICSE93_6,2004,0.19,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_F,STE_ICSE93_1,2004,96.20,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_F,STE_ICSE93_6,2004,0.33,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_T,STE_ICSE93_3,2004,8.81,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_F,STE_ICSE93_5,2004,0.51,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_F,STE_ICSE93_TOTAL,2004,100,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_JOR_EMP_TEMP_SEX_STE_DT(1.0),YI,JOR,A,1298,EMP_TEMP_DT,SEX_F,STE_ICSE93_3,2004,1.48,21,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
