DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,STE,TIME_PERIOD,OBS_VALUE,S3,T3,I13,S4,R1,T5,S14,C2,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_KNA_EMP_TEMP_SEX_STE_DT(1.0),YI,KNA,A,1328,EMP_TEMP_DT,SEX_F,STE_ICSE93_3,1991,10.53,,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_KNA_EMP_TEMP_SEX_STE_DT(1.0),YI,KNA,A,1328,EMP_TEMP_DT,SEX_F,STE_ICSE93_3,2001,6.07,,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_KNA_EMP_TEMP_SEX_STE_DT(1.0),YI,KNA,A,1328,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,1991,3.68,,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_KNA_EMP_TEMP_SEX_STE_DT(1.0),YI,KNA,A,1328,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,2001,3.38,,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_KNA_EMP_TEMP_SEX_STE_DT(1.0),YI,KNA,A,1328,EMP_TEMP_DT,SEX_F,STE_ICSE93_TOTAL,1991,100,,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_KNA_EMP_TEMP_SEX_STE_DT(1.0),YI,KNA,A,1328,EMP_TEMP_DT,SEX_F,STE_ICSE93_TOTAL,2001,100,,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_KNA_EMP_TEMP_SEX_STE_DT(1.0),YI,KNA,A,1328,EMP_TEMP_DT,SEX_M,STE_ICSE93_TOTAL,2001,100,,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_KNA_EMP_TEMP_SEX_STE_DT(1.0),YI,KNA,A,1328,EMP_TEMP_DT,SEX_M,STE_ICSE93_TOTAL,1991,100,,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_KNA_EMP_TEMP_SEX_STE_DT(1.0),YI,KNA,A,1328,EMP_TEMP_DT,SEX_M,STE_ICSE93_3,2001,9.47,,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_KNA_EMP_TEMP_SEX_STE_DT(1.0),YI,KNA,A,1328,EMP_TEMP_DT,SEX_M,STE_ICSE93_3,1991,11.62,,,,,,,,,,,,,,DT,PT,0,,1,AA,EMP_TEMP_SEX_STE_DT
