DATAFLOW,COLLECTION,REF_AREA,FREQ,SURVEY,MEASURE,SEX,STE,TIME_PERIOD,OBS_VALUE,S3,T3,I13,S4,R1,T5,S14,C2,I11,S7,T2,S5,OBS_STATUS,UNIT_MEASURE_TYPE,UNIT_MEASURE,UNIT_MULT,FREE_TEXT_NOTE,DECIMALS,SOURCE,INDICATOR
ILO:DF_YI_CYM_EMP_TEMP_SEX_STE_DT(1.0),YI,CYM,A,30,EMP_TEMP_DT,SEX_F,STE_ICSE93_TOTAL,2006,100,15,,,,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_CYM_EMP_TEMP_SEX_STE_DT(1.0),YI,CYM,A,30,EMP_TEMP_DT,SEX_F,STE_ICSE93_TOTAL,2015,100,21,,,,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_CYM_EMP_TEMP_SEX_STE_DT(1.0),YI,CYM,A,30,EMP_TEMP_DT,SEX_F,STE_ICSE93_TOTAL,2008,100,21,,,,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_CYM_EMP_TEMP_SEX_STE_DT(1.0),YI,CYM,A,30,EMP_TEMP_DT,SEX_F,STE_ICSE93_TOTAL,2012,100,21,,,,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_CYM_EMP_TEMP_SEX_STE_DT(1.0),YI,CYM,A,30,EMP_TEMP_DT,SEX_F,STE_ICSE93_TOTAL,2014,100,21,95,,,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_CYM_EMP_TEMP_SEX_STE_DT(1.0),YI,CYM,A,30,EMP_TEMP_DT,SEX_F,STE_ICSE93_TOTAL,2007,100,21,,,,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_CYM_EMP_TEMP_SEX_STE_DT(1.0),YI,CYM,A,30,EMP_TEMP_DT,SEX_F,STE_ICSE93_TOTAL,2013,100,21,,,,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_CYM_EMP_TEMP_SEX_STE_DT(1.0),YI,CYM,A,30,EMP_TEMP_DT,SEX_F,STE_ICSE93_TOTAL,2011,100,21,,,,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_CYM_EMP_TEMP_SEX_STE_DT(1.0),YI,CYM,A,30,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,2007,3.73,21,,,,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_CYM_EMP_TEMP_SEX_STE_DT(1.0),YI,CYM,A,30,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,2006,10.23,15,,,,,,,974,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_CYM_EMP_TEMP_SEX_STE_DT(1.0),YI,CYM,A,30,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,2012,4.32,21,,,,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_CYM_EMP_TEMP_SEX_STE_DT(1.0),YI,CYM,A,30,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,2013,4.72,21,,,,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_CYM_EMP_TEMP_SEX_STE_DT(1.0),YI,CYM,A,30,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,2011,4.06,21,,,,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
ILO:DF_YI_CYM_EMP_TEMP_SEX_STE_DT(1.0),YI,CYM,A,30,EMP_TEMP_DT,SEX_T,STE_ICSE93_2,2014,4.85,21,95,,,,,,,,,,,,DT,PT,0,,1,BA,EMP_TEMP_SEX_STE_DT
